,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales
3751,War of the Monsters,0.26,0.2,0.0,0.07
3752,Tales of Symphonia: Dawn of the New World,0.22,0.05,0.24,0.03
3753,NBA Street Vol. 2,0.41,0.11,0.0,0.01
3754,The Incredible Hulk: Ultimate Destruction,0.26,0.2,0.0,0.07
3755,Star Wars Battlefront (2015),0.13,0.37,0.0,0.04
3756,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",0.0,0.0,0.53,0.0
3757,Jewel Master Egypt,0.21,0.27,0.0,0.05
3758,Time Crisis II,0.26,0.2,0.0,0.07
3759,Clock Tower,0.07,0.05,0.38,0.03
3760,NCAA March Madness 06,0.45,0.02,0.0,0.07
3761,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.49,0.0,0.0,0.04
3762,Jampack Volume 11,0.26,0.2,0.0,0.07
3763,Dragon's Crown,0.25,0.07,0.17,0.05
3764,Tactics Ogre: Let Us Cling Together,0.15,0.07,0.27,0.05
3765,Legacy of Kain: Defiance,0.26,0.2,0.0,0.07
3766,SpongeBob SquarePants: Game Boy Advance Video Volume 2,0.38,0.14,0.0,0.01
3767,NCAA March Madness 2005,0.44,0.02,0.0,0.07
3768,007 Racing,0.3,0.2,0.0,0.03
3769,Conflict: Vietnam,0.26,0.2,0.0,0.07
3770,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,0.4,0.11,0.0,0.02
3771,Mystery Dungeon: Shiren the Wanderer,0.18,0.0,0.33,0.02
3772,SimAnimals,0.26,0.21,0.0,0.06
3773,MLB SlugFest 20-04,0.26,0.2,0.0,0.07
3774,Gex 3: Deep Cover Gecko,0.3,0.2,0.0,0.03
3775,NASCAR 09,0.26,0.2,0.0,0.07
3776,Blitz: The League,0.4,0.11,0.0,0.02
3777,Jampack Vol. 2,0.3,0.2,0.0,0.03
3778,LEGO Jurassic World,0.28,0.19,0.02,0.04
3779,Sesame Street: Once Upon A Monster,0.39,0.1,0.0,0.04
3780,Virtual Soccer,0.0,0.0,0.53,0.0
3781,Romance of the Three Kingdoms IV: Wall of Fire,0.0,0.0,0.53,0.0
3782,Winning Post,0.0,0.0,0.53,0.0
3783,Peter Jackson's King Kong: The Official Game of the Movie,0.34,0.17,0.0,0.02
3784,SingStar Dance,0.09,0.32,0.0,0.12
3785,Kirby and the Rainbow Curse,0.23,0.14,0.12,0.04
3786,Burnout Revenge,0.32,0.19,0.0,0.01
3787,FIFA 12,0.12,0.26,0.02,0.14
3788,Medal of Honor: European Assault,0.32,0.19,0.0,0.02
3789,Batman: Arkham City,0.16,0.28,0.0,0.09
3790,Ty the Tasmanian Tiger 2: Bush Rescue,0.26,0.2,0.0,0.07
3791,The Lord of the Rings: The Fellowship of the Ring,0.31,0.19,0.0,0.03
3792,NBA 06,0.26,0.2,0.0,0.07
3793,Sonic & All-Stars Racing Transformed,0.2,0.27,0.02,0.05
3794,Spider-Man,0.43,0.09,0.0,0.01
3795,We Cheer,0.48,0.0,0.0,0.04
3796,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.35,0.1,0.0,0.08
3797,X-Men Legends,0.41,0.11,0.0,0.01
3798,Alice in Wonderland,0.27,0.21,0.0,0.05
3799,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,0.5,0.0,0.0,0.03
3800,Front Mission 2,0.0,0.0,0.49,0.03
3801,Bulletstorm,0.23,0.2,0.01,0.08
3802,F.E.A.R. 2: Project Origin,0.32,0.15,0.0,0.05
3803,Tiger Woods PGA Tour 11,0.28,0.2,0.0,0.05
3804,Stuntman: Ignition,0.17,0.26,0.0,0.1
3805,Are You Smarter Than A 5th Grader?,0.48,0.0,0.0,0.04
3806,F1 2009,0.08,0.29,0.0,0.16
3807,Oni,0.26,0.2,0.0,0.07
3808,The Lord of the Rings: The Two Towers,0.41,0.11,0.0,0.01
3809,Juiced,0.26,0.2,0.0,0.07
3810,The Warriors,0.44,0.02,0.0,0.07
3811,Batman: Arkham Origins Blackgate,0.2,0.2,0.0,0.13
3812,J-League Soccer: Prime Goal 2,0.0,0.0,0.53,0.0
3813,Go Diego Go! Safari Rescue,0.48,0.01,0.0,0.04
3814,The Walking Dead: Survival Instinct,0.28,0.17,0.0,0.08
3815,Picross 3D,0.3,0.03,0.16,0.03
3816,Just Dance 2015,0.35,0.13,0.0,0.05
3817,Silent Hill: Origins,0.22,0.16,0.04,0.1
3818,NASCAR 2000,0.49,0.03,0.0,0.0
3819,Wayne Gretzky's 3D Hockey,0.49,0.03,0.0,0.0
3820,Pachi-Slot Aruze Oukoku 4,0.0,0.0,0.49,0.03
3821,Return to Castle Wolfenstein: Operation Resurrection,0.26,0.2,0.0,0.07
3822,Mario Tennis: Power Tour,0.24,0.09,0.19,0.01
3823,Seaman,0.0,0.0,0.52,0.0
3824,Guinness World Records: The Videogame,0.47,0.01,0.0,0.04
3825,The Grinch,0.29,0.2,0.0,0.03
3826,GT Pro Series,0.46,0.01,0.02,0.04
3827,Tales of Destiny,0.0,0.0,0.52,0.0
3828,Spectrobes: Beyond the Portals,0.37,0.11,0.0,0.04
3829,Classic Word Games,0.09,0.37,0.0,0.07
3830,Naruto Shippuden: Clash of Ninja Revolution 3,0.45,0.04,0.0,0.04
3831,Fight Night Round 3,0.46,0.02,0.0,0.05
3832,The Golden Compass,0.13,0.0,0.0,0.39
3833,Final Fantasy Chronicles,0.29,0.2,0.0,0.03
3834,NBA Live 08,0.47,0.0,0.0,0.04
3835,Syphon Filter 3,0.29,0.2,0.0,0.03
3836,Star Wars Battlefront: Elite Squadron,0.44,0.04,0.0,0.04
3837,Metal Gear Solid 2: Substance,0.18,0.14,0.16,0.05
3838,We Love Katamari,0.26,0.2,0.0,0.07
3839,NCAA Football 2003,0.39,0.11,0.0,0.02
3840,Way of the Samurai 3,0.18,0.08,0.22,0.04
3841,NBA Live 09,0.46,0.0,0.02,0.04
3842,DC Universe Online,0.35,0.12,0.0,0.06
3843,Ready 2 Rumble Boxing: Round 2,0.29,0.2,0.0,0.03
3844,Mega Man 6,0.28,0.07,0.16,0.01
3845,Mission: Impossible,0.29,0.2,0.0,0.03
3846,Final Fantasy Explorers,0.15,0.07,0.28,0.02
3847,Rival Schools: United By Fate,0.12,0.08,0.28,0.03
3848,Bully: Scholarship Edition,0.17,0.29,0.0,0.06
3849,IL-2 Sturmovik: Birds of Prey,0.23,0.24,0.0,0.05
3850,PlayStation All-Stars Battle Royale,0.26,0.15,0.01,0.1
3851,Ratatouille,0.09,0.32,0.0,0.11
3852,Cars Toon: Mater's Tall Tales,0.46,0.02,0.0,0.03
3853,Kung Fu Panda,0.21,0.21,0.0,0.09
3854,Swing Away Golf,0.17,0.13,0.18,0.04
3855,J-League Pro Soccer Club o Tsukurou! 3,0.0,0.0,0.52,0.0
3856,Tomb Raider: Legend,0.25,0.19,0.02,0.06
3857,Ratatouille,0.44,0.04,0.0,0.04
3858,Freedom Fighters,0.25,0.2,0.0,0.07
3859,Gun,0.38,0.12,0.0,0.02
3860,That's So Raven 2: Supernatural Style,0.37,0.14,0.0,0.01
3861,Lair,0.36,0.04,0.08,0.04
3862,Madden NFL 07,0.47,0.0,0.01,0.04
3863,The Punisher,0.25,0.2,0.0,0.07
3864,Front Mission 3,0.1,0.07,0.31,0.03
3865,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,0.0,0.0,0.52,0.0
3866,SSX On Tour,0.25,0.2,0.0,0.07
3867,Tony Hawk's Pro Skater 3,0.37,0.14,0.0,0.01
3868,Harry Potter and the Prisoner of Azkaban,0.37,0.14,0.0,0.01
3869,Petz: Hamsterz Life 2,0.48,0.0,0.0,0.04
3870,Omega Boost,0.17,0.11,0.2,0.03
3871,The Sims 2: Open for Business,0.46,0.05,0.0,0.0
3872,Iron Man,0.35,0.12,0.0,0.05
3873,NFL 2K3,0.38,0.11,0.0,0.02
3874,NBA Live 2002,0.29,0.19,0.0,0.03
3875,Jampack Winter 2002,0.25,0.2,0.0,0.07
3876,My Word Coach,0.46,0.02,0.0,0.04
3877,Way of the Samurai,0.13,0.1,0.25,0.03
3878,Dragon Age: Origins,0.0,0.46,0.0,0.06
3879,Naruto Shippuden: Ultimate Ninja Storm 3,0.29,0.17,0.01,0.04
3880,Fishing Derby,0.48,0.03,0.0,0.01
3881,Pac-Man Fever,0.25,0.2,0.0,0.07
3882,The LEGO Movie Videogame,0.34,0.13,0.0,0.04
3883,The 3rd Birthday,0.13,0.07,0.27,0.05
3884,Prince of Persia Trilogy,0.17,0.25,0.0,0.09
3885,International Track & Field,0.08,0.05,0.35,0.03
3886,100 All-Time Favorites,0.35,0.12,0.0,0.04
3887,HSX HyperSonic.Xtreme,0.25,0.2,0.0,0.07
3888,StarCraft II: Legacy of the Void,0.18,0.29,0.0,0.04
3889,Tiger Woods PGA Tour 13,0.29,0.18,0.0,0.04
3890,SoulCalibur: Broken Destiny,0.12,0.2,0.07,0.12
3891,The Saboteur,0.26,0.21,0.0,0.05
3892,Lords of the Fallen,0.17,0.23,0.02,0.09
3893,Pro Evolution Soccer 2010,0.12,0.27,0.06,0.05
3894,Goldeneye 007: Reloaded,0.25,0.21,0.0,0.05
3895,Jam With the Band,0.0,0.0,0.51,0.0
3896,Madden NFL 2004,0.4,0.1,0.0,0.01
3897,Jikkyou Powerful Pro Yakyuu 10,0.0,0.0,0.51,0.0
3898,Summoner,0.25,0.2,0.0,0.07
3899,Virtual Pool,0.28,0.19,0.0,0.03
3900,NBA Live 07,0.47,0.0,0.0,0.04
3901,Sega Bass Fishing,0.46,0.01,0.0,0.04
3902,Fire Emblem: Radiant Dawn,0.28,0.03,0.17,0.03
3903,Dynasty Warriors,0.18,0.01,0.3,0.02
3904,"SpongeBob SquarePants: Lights, Camera, Pants!",0.37,0.14,0.0,0.01
3905,Dragon Ball: Raging Blast,0.36,0.09,0.02,0.04
3906,Rugrats: Scavenger Hunt,0.41,0.09,0.0,0.01
3907,Wrecking Crew,0.0,0.0,0.51,0.0
3908,International Superstar Soccer 2000 (All region sales),0.01,0.26,0.22,0.02
3909,Major League Baseball 2K10,0.47,0.0,0.0,0.04
3910,Monsters vs. Aliens,0.33,0.13,0.0,0.05
3911,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",0.24,0.19,0.0,0.08
3912,SpongeBob SquarePants: Creature from the Krusty Krab,0.45,0.02,0.0,0.04
3913,Lost: Via Domus,0.19,0.23,0.0,0.09
3914,NBA Live 2004,0.44,0.04,0.0,0.02
3915,Dai-4-Ji Super Robot Taisen S,0.0,0.0,0.48,0.03
3916,Disney's Kim Possible: Revenge of Monkey Fist,0.37,0.14,0.0,0.01
3917,WWE SmackDown vs. RAW 2007,0.44,0.03,0.0,0.04
3918,Ace Combat Zero: The Belkan War,0.15,0.12,0.2,0.04
3919,R.U.S.E.,0.18,0.22,0.02,0.09
3920,Disgaea 3: Absence of Justice,0.32,0.04,0.11,0.04
3921,Test Drive Unlimited,0.08,0.28,0.0,0.15
3922,LEGO Dimensions,0.3,0.16,0.0,0.05
3923,Picross DS,0.17,0.02,0.3,0.02
3924,Final Fantasy II Anniversary Edition,0.36,0.03,0.07,0.04
3925,NHL 07,0.42,0.02,0.0,0.07
3926,Harry Potter and the Half-Blood Prince,0.18,0.21,0.0,0.12
3927,Quantum Break,0.27,0.19,0.01,0.04
3928,NBA 2K11,0.47,0.01,0.0,0.03
3929,World Championship Poker,0.37,0.11,0.0,0.02
3930,The BIGS,0.25,0.19,0.0,0.06
3931,Final Fantasy,0.0,0.0,0.51,0.0
3932,Burnout Revenge,0.42,0.05,0.0,0.04
3933,Rory McIlroy PGA Tour,0.18,0.24,0.0,0.08
3934,Euro Truck Simulator,0.0,0.42,0.0,0.09
3935,Dragon Ball Z: Supersonic Warriors,0.36,0.13,0.0,0.01
3936,Dishonored,0.26,0.19,0.0,0.06
3937,Paws & Claws: Dogs & Cats Best Friends,0.46,0.01,0.0,0.04
3938,NBA Ballers,0.37,0.11,0.0,0.02
3939,Silent Hill 4: The Room,0.25,0.19,0.0,0.06
3940,River Raid II,0.47,0.03,0.0,0.01
3941,Capcom Classics Collection,0.22,0.17,0.05,0.06
3942,Guitar Hero Live,0.29,0.17,0.0,0.05
3943,Wolfenstein: The New Order,0.14,0.25,0.02,0.09
3944,Monopoly Party,0.25,0.19,0.0,0.06
3945,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0.12,0.33,0.0,0.06
3946,NHL FaceOff 98,0.28,0.19,0.0,0.03
3947,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.36,0.13,0.0,0.01
3948,F1 2012,0.1,0.35,0.0,0.06
3949,NHL 09,0.45,0.01,0.0,0.04
3950,Sonic Riders,0.42,0.02,0.0,0.07
3951,Looney Tunes: Back in Action,0.25,0.19,0.0,0.06
3952,Wet,0.23,0.21,0.01,0.05
3953,Midnight Magic,0.47,0.03,0.0,0.01
3954,Alice: Madness Returns,0.27,0.15,0.04,0.04
3955,Pro Evolution Soccer 2012,0.1,0.34,0.0,0.07
3956,Tiger Woods PGA Tour 07,0.31,0.12,0.0,0.07
3957,Midnight Club II,0.42,0.06,0.0,0.02
3958,Atelier Rorona: Alchemist of Arland,0.22,0.12,0.11,0.05
3959,Monster Hunter Freedom 2,0.0,0.0,0.5,0.0
3960,Dragon Ball Z: Supersonic Warriors 2,0.14,0.02,0.32,0.02
3961,Avatar: The Last Airbender,0.39,0.1,0.0,0.01
3962,Blue's Clues: Blue's Big Musical,0.28,0.19,0.0,0.03
3963,The Mummy Returns,0.25,0.19,0.0,0.06
3964,Hitman: Blood Money,0.25,0.19,0.0,0.06
3965,Disney Sing It,0.25,0.19,0.0,0.06
3966,Chopper Command,0.47,0.03,0.0,0.01
3967,Activision Anthology,0.25,0.19,0.0,0.06
3968,Crash: Mind Over Mutant,0.25,0.19,0.0,0.06
3969,WWE 2K16,0.27,0.19,0.0,0.04
3970,LEGO The Hobbit,0.2,0.26,0.0,0.04
3971,Babysitting Mama,0.34,0.12,0.0,0.04
3972,Boogie,0.43,0.03,0.0,0.04
3973,Theatrhythm: Final Fantasy,0.22,0.07,0.18,0.02
3974,Bleach: Soul Resurreccion,0.27,0.11,0.07,0.05
3975,Madden NFL 07,0.46,0.0,0.0,0.04
3976,Rugrats in Paris: The Movie,0.4,0.09,0.0,0.01
3977,Dance Dance Revolution Universe 2,0.46,0.01,0.0,0.04
3978,Star Wars: Jedi Starfighter,0.24,0.19,0.0,0.06
3979,Tactics Ogre: The Knight of Lodis,0.13,0.05,0.31,0.01
3980,Fortune Street,0.27,0.04,0.17,0.02
3981,Super Robot Taisen MX,0.0,0.0,0.5,0.0
3982,Alice in Wonderland,0.27,0.18,0.0,0.05
3983,NBA Street Homecourt,0.45,0.01,0.0,0.04
3984,Spider-Man 2,0.41,0.02,0.03,0.04
3985,Bases Loaded '96: Double Header,0.28,0.19,0.0,0.03
3986,Dead or Alive Ultimate,0.3,0.1,0.08,0.02
3987,RPG Maker,0.11,0.07,0.29,0.03
3988,FIFA 14,0.11,0.25,0.01,0.13
3989,Star Wars: Clone Wars,0.24,0.19,0.0,0.06
3990,The Saboteur,0.2,0.22,0.0,0.08
3991,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.24,0.19,0.0,0.06
3992,Metal Gear Rising: Revengeance,0.29,0.16,0.0,0.04
3993,Madden NFL 11,0.41,0.02,0.0,0.07
3994,Major League Baseball 2K12,0.47,0.0,0.0,0.03
3995,Alien: Isolation,0.22,0.24,0.0,0.04
3996,The Price is Right,0.46,0.0,0.0,0.04
3997,Monster Hunter,0.11,0.08,0.28,0.03
3998,Cars 2,0.28,0.17,0.0,0.05
3999,Dreamworks Madagascar Kartz,0.29,0.16,0.0,0.05
4000,Tony Hawk's Underground 2,0.38,0.1,0.0,0.01
4001,SplashDown: Rides Gone Wild,0.24,0.19,0.0,0.06
4002,Super Famista 5,0.0,0.0,0.5,0.0
4003,Dynasty Warriors: Gundam 2,0.09,0.07,0.32,0.03
4004,Shrek SuperSlam,0.24,0.19,0.0,0.06
4005,Rayman Advance,0.36,0.13,0.0,0.01
4006,Super Robot Taisen Z,0.0,0.0,0.5,0.0
4007,PoPoLoCrois Monogatari,0.0,0.0,0.46,0.03
4008,Tomb Raider: Anniversary,0.41,0.02,0.0,0.07
4009,Fantastic 4,0.41,0.01,0.0,0.07
4010,Epic Mickey 2: The Power of Two,0.21,0.2,0.0,0.08
4011,Men in Black II: Alien Escape,0.24,0.19,0.0,0.06
4012,The Evil Within,0.25,0.2,0.01,0.04
4013,RealSports Tennis,0.46,0.03,0.0,0.01
4014,Nicktoons: Attack of the Toybots,0.24,0.19,0.0,0.06
4015,Raiders of the Lost Ark,0.46,0.03,0.0,0.01
4016,Gauntlet,0.46,0.03,0.0,0.01
4017,Ridge Racer 3D,0.19,0.15,0.12,0.03
4018,Cars Mater-National Championship,0.46,0.0,0.0,0.04
4019,Ace Combat: Assault Horizon,0.3,0.12,0.03,0.04
4020,Resident Evil: The Mercenaries 3D,0.16,0.17,0.13,0.03
4021,Super Monkey Ball 3D,0.26,0.15,0.05,0.04
4022,Tony Hawk's Project 8,0.44,0.02,0.0,0.04
4023,Tony Hawk's Underground 2,0.35,0.13,0.0,0.01
4024,MotorStorm: Apocalypse,0.21,0.2,0.0,0.08
4025,Ice Hockey,0.46,0.03,0.0,0.01
4026,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.0,0.0,0.49,0.0
4027,Lego Batman 3: Beyond Gotham,0.09,0.29,0.0,0.11
4028,The Matrix: Path of Neo,0.41,0.01,0.0,0.07
4029,Kane & Lynch 2: Dog Days,0.2,0.23,0.01,0.05
4030,Lollipop Chainsaw,0.31,0.13,0.02,0.04
4031,WWE Wrestlemania X8,0.38,0.1,0.0,0.01
4032,Sonic Lost World,0.24,0.15,0.07,0.03
4033,Power Rangers: Dino Thunder,0.35,0.13,0.0,0.01
4034,GoldenEye: Rogue Agent,0.34,0.13,0.0,0.02
4035,Ultimate I Spy,0.45,0.0,0.0,0.03
4036,SpongeBob SquarePants: Creature from the Krusty Krab,0.45,0.0,0.0,0.04
4037,The Sims,0.35,0.13,0.0,0.01
4038,Grandia III,0.12,0.1,0.24,0.03
4039,FIFA Soccer 09,0.12,0.31,0.0,0.06
4040,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,0.0,0.0,0.49,0.0
4041,Mario & Wario,0.0,0.0,0.49,0.0
4042,Scarface: The World is Yours,0.37,0.11,0.0,0.02
4043,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.24,0.2,0.0,0.05
4044,Pokemon Art Academy,0.18,0.12,0.16,0.03
4045,FIFA Soccer 64,0.16,0.3,0.0,0.03
4046,Dragon Ball Z: Burst Limit,0.24,0.18,0.03,0.05
4047,Bakugan Battle Brawlers: Defenders of the Core,0.42,0.02,0.02,0.03
4048,Medal of Honor,0.2,0.23,0.0,0.07
4049,Doom 3 BFG Edition,0.28,0.17,0.0,0.04
4050,J-League Pro Soccer Club wo Tsukurou! 2,0.0,0.0,0.49,0.0
4051,Terraria,0.07,0.26,0.09,0.07
4052,Backyard Baseball,0.24,0.19,0.0,0.06
4053,WipEout Pulse,0.0,0.15,0.0,0.33
4054,Barbie Horse Adventures: Wild Horse Rescue,0.24,0.19,0.0,0.06
4055,Epic Mickey: Power of Illusion,0.36,0.04,0.04,0.04
4056,LEGO Marvel Super Heroes,0.28,0.17,0.0,0.04
4057,Taiko no Tatsujin: Appare Sandaime,0.0,0.0,0.49,0.0
4058,Alone in the Dark,0.14,0.3,0.0,0.05
4059,One Piece: Grand Battle!,0.0,0.0,0.46,0.03
4060,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.25,0.01,0.0,0.22
4061,Football Manager Handheld 2009,0.0,0.47,0.0,0.02
4062,Sniper: Art of Victory,0.0,0.45,0.0,0.03
4063,Crazy Taxi,0.36,0.09,0.02,0.01
4064,Spy Hunter 2,0.24,0.19,0.0,0.06
4065,F1 2014,0.07,0.31,0.02,0.08
4066,Pac-Man World 2,0.36,0.11,0.0,0.02
4067,Bass Pro Shops: The Strike,0.45,0.0,0.0,0.03
4068,Die Hard Trilogy 2: Viva Las Vegas,0.27,0.18,0.0,0.03
4069,Jake Power: Fireman,0.08,0.35,0.0,0.06
4070,Asphalt 3D,0.27,0.16,0.02,0.04
4071,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,0.0,0.0,0.49,0.0
4072,Steel Diver,0.31,0.1,0.05,0.03
4073,Tales of Legendia,0.07,0.05,0.35,0.02
4074,SimCity 2000,0.0,0.0,0.49,0.0
4075,Crash of the Titans,0.42,0.02,0.0,0.04
4076,Far Cry 2,0.01,0.45,0.0,0.03
4077,Battlefield: Hardline,0.12,0.23,0.07,0.07
4078,Harry Potter and the Order of the Phoenix,0.38,0.06,0.0,0.04
4079,Rayman Raving Rabbids: TV Party,0.44,0.01,0.0,0.04
4080,F.E.A.R. 2: Project Origin,0.19,0.21,0.01,0.08
4081,Sonic & All-Stars Racing Transformed,0.12,0.25,0.0,0.11
4082,Scene It? Lights Camera Action,0.43,0.02,0.0,0.04
4083,Dead Space Extraction,0.33,0.11,0.01,0.04
4084,Scrabble 2007 Edition,0.0,0.48,0.0,0.0
4085,Shrek the Third,0.4,0.02,0.0,0.07
4086,Metal Gear Solid HD Edition,0.16,0.18,0.05,0.09
4087,Children of Mana,0.16,0.01,0.29,0.02
4088,Madagascar: Operation Penguin,0.35,0.13,0.0,0.01
4089,Active Life: Extreme Challenge,0.15,0.27,0.0,0.06
4090,The Sims 2: Pets,0.42,0.03,0.0,0.04
4091,Mario Golf: World Tour,0.15,0.14,0.17,0.03
4092,Need for Speed: Porsche Unleashed,0.35,0.13,0.0,0.01
4093,Yu-Gi-Oh! Forbidden Memories (JP sales),0.0,0.0,0.45,0.03
4094,NFL Street 2,0.36,0.11,0.0,0.02
4095,Silent Hill: Shattered Memories,0.23,0.19,0.01,0.05
4096,Millipede,0.45,0.03,0.0,0.01
4097,The Legend of the Mystical Ninja,0.0,0.0,0.48,0.0
4098,You're in the Movies,0.27,0.17,0.0,0.05
4099,Dark Sector,0.22,0.2,0.01,0.05
4100,James Bond 007: Blood Stone,0.2,0.24,0.0,0.05
4101,Jeopardy!,0.24,0.18,0.0,0.06
4102,Destroy All Humans! 2,0.4,0.02,0.0,0.07
4103,ECW Hardcore Revolution,0.27,0.18,0.0,0.03
4104,Pinball Hall of Fame: The Williams Collection,0.42,0.03,0.0,0.04
4105,Tiger Woods PGA Tour 07,0.44,0.0,0.0,0.04
4106,Wu-Tang: Shaolin Style,0.27,0.18,0.0,0.03
4107,World of Warcraft: Warlords of Draenor,0.08,0.36,0.0,0.04
4108,Rock Band Unplugged,0.24,0.15,0.0,0.1
4109,OkamiDen,0.25,0.07,0.13,0.03
4110,Crash: Mind Over Mutant,0.22,0.21,0.0,0.05
4111,2010 FIFA World Cup South Africa,0.09,0.24,0.03,0.12
4112,Secret Weapons Over Normandy,0.24,0.18,0.0,0.06
4113,Go Diego Go! Great Dinosaur Rescue,0.44,0.01,0.0,0.03
4114,All-Star Baseball 99,0.44,0.04,0.0,0.0
4115,Harvest Moon 64,0.25,0.06,0.11,0.06
4116,NCAA Football 09,0.4,0.02,0.0,0.07
4117,Bratz: The Movie,0.24,0.18,0.0,0.06
4118,FIFA Soccer 13,0.18,0.26,0.0,0.04
4119,Harvest Moon DS (US sales),0.41,0.07,0.0,0.0
4120,Vigilante 8: 2nd Offense,0.27,0.18,0.0,0.03
4121,Two Worlds II,0.26,0.11,0.06,0.05
4122,Football Manager 2015,0.0,0.43,0.0,0.05
4123,Theme Park Roller Coaster,0.23,0.18,0.0,0.06
4124,Need for Speed: Hot Pursuit,0.18,0.24,0.0,0.05
4125,Skylanders: SuperChargers,0.25,0.18,0.0,0.04
4126,Viva Pinata: Trouble in Paradise,0.16,0.25,0.01,0.05
4127,Nickelodeon Team Umizoomi,0.45,0.0,0.0,0.03
4128,FlingSmash,0.38,0.01,0.07,0.02
4129,NFL Xtreme 2,0.27,0.18,0.0,0.03
4130,Spider-Man 3,0.42,0.02,0.0,0.04
4131,Midnight Club: Street Racing,0.34,0.13,0.0,0.01
4132,Dynasty Warriors Gundam,0.14,0.01,0.31,0.02
4133,Tomb Raider: Underworld,0.14,0.28,0.0,0.06
4134,Final Fantasy Crystal Chronicles: Echoes of Time,0.12,0.06,0.27,0.02
4135,Fable,0.25,0.19,0.01,0.04
4136,Tiger Woods PGA Tour 06,0.35,0.11,0.0,0.02
4137,FIFA World Cup Germany 2006,0.19,0.27,0.01,0.0
4138,Up,0.19,0.05,0.0,0.24
4139,Grand Prix,0.45,0.03,0.0,0.0
4140,Ford Racing Off Road,0.06,0.4,0.0,0.01
4141,SimCity Creator,0.37,0.03,0.04,0.04
4142,World of Outlaws: Sprint Cars 2002,0.23,0.18,0.0,0.06
4143,Cars: Race-O-Rama,0.35,0.09,0.0,0.04
4144,Emergency Heroes,0.15,0.27,0.0,0.06
4145,Sonic the Hedgehog,0.0,0.48,0.0,0.0
4146,Fantavision,0.14,0.11,0.19,0.04
4147,Double Dragon,0.45,0.02,0.0,0.01
4148,Alien Trilogy,0.24,0.16,0.04,0.03
4149,NBA Live 99,0.45,0.02,0.0,0.0
4150,Bravely Second: End Layer,0.16,0.11,0.18,0.03
4151,Karate,0.44,0.03,0.0,0.0
4152,Dark Sector,0.23,0.16,0.01,0.07
4153,Unreal Tournament III,0.25,0.17,0.01,0.05
4154,X-Men: Next Dimension,0.23,0.18,0.0,0.06
4155,Street Fighter X Tekken,0.31,0.1,0.03,0.03
4156,The Godfather (JP sales),0.39,0.02,0.0,0.06
4157,MySims Racing,0.19,0.23,0.0,0.05
4158,Hamsterz Life,0.43,0.01,0.0,0.04
4159,Dragon Age Origins: Awakening,0.33,0.1,0.0,0.04
4160,Super Puyo Puyo 2,0.0,0.0,0.47,0.0
4161,Gauntlet Legends,0.26,0.18,0.0,0.03
4162,Castlevania: Dawn of Sorrow,0.37,0.04,0.03,0.04
4163,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.15,0.16,0.09,0.08
4164,Deadpool,0.23,0.17,0.0,0.08
4165,WipEout,0.26,0.18,0.0,0.03
4166,ICO,0.23,0.18,0.0,0.06
4167,Silent Hill: Downpour,0.21,0.16,0.04,0.06
4168,2014 FIFA World Cup Brazil,0.14,0.28,0.0,0.04
4169,WWE SmackDown vs. Raw 2011,0.3,0.13,0.0,0.04
4170,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0.0,0.0,0.47,0.0
4171,Victorious Boxers: Ippo's Road to Glory,0.05,0.04,0.38,0.01
4172,Petz Sports,0.42,0.01,0.0,0.04
4173,Lego Batman 3: Beyond Gotham,0.23,0.21,0.0,0.04
4174,Densetsu no Stafi,0.0,0.0,0.46,0.01
4175,Valkyrie Profile 2: Silmeria,0.04,0.03,0.39,0.01
4176,Hot Wheels Velocity X,0.23,0.18,0.0,0.06
4177,Shadowrun,0.41,0.02,0.0,0.04
4178,FIFA Soccer 13,0.0,0.3,0.05,0.12
4179,Virtua Tennis 4: World Tour,0.05,0.3,0.01,0.12
4180,"Warhammer 40,000: Dawn of War II",0.0,0.45,0.0,0.02
4181,Crazy Taxi: Fare Wars,0.1,0.22,0.02,0.12
4182,Clash of Elementalists,0.0,0.0,0.47,0.0
4183,Spider-Man 3,0.41,0.02,0.0,0.04
4184,Disney Infinity 3.0,0.14,0.25,0.0,0.08
4185,L.A. Rush,0.23,0.18,0.0,0.06
4186,Bomberman Hero,0.27,0.06,0.08,0.05
4187,Automobili Lamborghini,0.28,0.17,0.0,0.01
